34,2012 Martin Partners Pinot Noir,"This rosé wine is one you'll enjoy that welcomes the nose with pronounced ripe passion fruit and liquorice. The palette fills your mouth with dry gooseberry, yeast, forest floor. Overall it is harmonious and welcomes the senses.",3234,Matua,2,rosé,2023-10-18 11:58:52.302951,2023-10-18 11:58:54.660313
35,2018 Colin Partners Pinot Grigio,"This sparkling wine is incredible and welcomes the nose with pronounced ripe banana and dill. The palette delights with dry sultana, cream, grass. Overall it is heavy and welcomes any meal.",5011,Joseph Phelps,2,dessert,2023-10-18 11:58:54.691610,2023-10-18 11:58:57.838815
36,2013 Dupuy Family Estates Touriga Nacional,"This dessert wine is breath-taking attempt that delights the nose with pronounced jammy apricot and cinnamon. The palette has a lingering flavor of dry passion fruit, coconut, green bell pepper. Overall it is well balanced and welcomes any meal.",5361,Graham's,2,red,2023-10-18 11:58:57.862270,2023-10-18 11:59:00.891926
37,1990 Dufour Partners Clairette Blanche,"This white wine  delights the nose with pronounced ripe grape and white pepper. The palette fills your mouth with medium-dry grapefruit, cream, asparagus. Overall it is tingly and makes you yearn for the next sip.",6806,Lindemans,2,dessert,2023-10-18 11:59:00.922604,2023-10-18 11:59:03.006101
38,1995 Clément Wines Single Vineyard Bukettraube,"This red wine is breath-taking attempt that tickles the nose with medium cooked strawberry and ginger. The palette continues on with medium-sweet red cherry, coffee, green bell pepper. Overall it is neutral and satisfies.",8927,Bodegas Torres,2,dessert,2023-10-18 11:59:03.046089,2023-10-18 11:59:05.131701
39,2019 Guillaume Family Vineyards Clairette Blanche,"This rosé wine is delightful and has odors of light stewed lime and white pepper. The palette has soft, delicate tannins with medium-dry pear, yeast, mushroom. Overall it is austere and satisfies.",5920,Louis Martini,2,white,2023-10-18 11:59:05.163975,2023-10-18 11:59:07.690511
40,2021 Marchal Cellars Roussanne,"This sparkling wine  welcomes the nose with light jammy mango and nutmeg. The palette has soft, delicate tannins with off-dry red apple, yeast, green bell pepper. Overall it is tingly and pleases any crowd.",4608,Jacob's Creek,2,red,2023-10-18 11:59:07.722887,2023-10-18 11:59:11.083027
41,1990 Roux Brands Estate Vineyard Tempranillo,"This dessert wine is incredible and tickles the nose with pronounced cooked peach and juniper. The palette has a lingering flavor of sweet peach, vanilla, mushroom. Overall it is well-integrated and pleases any crowd.",9555,Brancaia,2,red,2023-10-18 11:59:11.123892,2023-10-18 11:59:13.659960
42,2014 Brunet Family Wines Semillon,"This rosé wine is incredible and has just a sniff of medium cooked melon and mint. The palette tastes very much like sweet banana, butter, green olive. Overall it is good structure and lacking nothing.",6467,Catena Zapata,2,rosé,2023-10-18 11:59:13.692251,2023-10-18 11:59:15.994352
43,1999 Thomas Cellars Sangiovese,"This sparkling wine is a pleasure to drink that has odors of medium cooked sultana and black pepper. The palette does not disappoint with dry pineapple, cream, fresh earth. Overall it is harmonious and ends with a lovely long finish.",6049,Benton Lane,2,dessert,2023-10-18 11:59:16.022752,2023-10-18 11:59:18.135926
44,1996 Rivière Cellars Family Select Petit Verdot,"This white wine  has hints of light cooked passion fruit and eucalyptus. The palette dazzles with luscious grape, vanilla, black olive. Overall it is well-integrated and ends with a lovely long finish.",8920,Petrus,2,rosé,2023-10-18 11:59:18.166252,2023-10-18 11:59:20.426366
45,1993 Sanchez Family Malbec,"This sparkling wine is delightful and has hints of medium cooked grapefruit and juniper. The palette dazzles the cheeks with off-dry melon, biscuit, mushroom. Overall it is soft and satisfies.",8225,Grgich Hills,2,white,2023-10-18 11:59:20.453534,2023-10-18 11:59:22.707941
46,2002 Girard Cellars Verdelho,"This dessert wine is one you'll enjoy that pleases the nose with pronounced ripe nectarine and nutmeg. The palette continues on with dry lemon, biscuit, cabbage. Overall it is austere and lacking nothing.",9690,Schramsberg,2,rosé,2023-10-18 11:59:22.729561,2023-10-18 11:59:24.888082
47,2007 Michel Estates Estate Vineyard Grenache Blanc,"This red wine is superb and starts off with medium ripe plum and dill. The palette has a pronounced flavor of sweet red currant, chocolate, green bell pepper. Overall it is fruit-driven and leaves you satisfied.",9972,Harlan Estate,2,red,2023-10-18 11:59:24.914869,2023-10-18 11:59:27.171097
48,1999 Marchand Family Select Pinot Grigio,"This sparkling wine is a pleasure to drink that starts off with pronounced jammy pear and cinnamon. The palette has a delightful touch of dry green apple, yeast, asparagus. Overall it is delicate and welcomes any meal.",7997,Barefoot,2,white,2023-10-18 11:59:27.203122,2023-10-18 11:59:29.382631
49,2001 Petit Wines Small Lot Nebbiolo,"This white wine is superb and pleases the nose with light under-ripe lychee and vanilla. The palette has soft, delicate tannins with sweet melon, yeast, green bell pepper. Overall it is tingly and leaves you satisfied.",1747,Franzia,2,sparkling,2023-10-18 11:59:29.414486,2023-10-18 11:59:31.241480
50,2017 Thomas Family Vineyards Blaufrankisch,"This red wine is superb and delights the nose with medium ripe blackberry and liquorice. The palette has a pronounced flavor of dry fig, chocolate, forest floor. Overall it is heavy and leaves you satisfied.",1623,Kim Crawford,2,dessert,2023-10-18 11:59:31.270224,2023-10-18 11:59:33.153197
51,2015 Charles Family Vineyards Moscato,"This white wine is a pleasure to drink that tickles the nose with light juicy banana and fennel. The palette dazzles with dry lime, butter, fresh earth. Overall it is refreshing and satisfies.",5766,Catena Zapata,2,red,2023-10-18 11:59:33.183517,2023-10-18 11:59:35.201961
52,2016 Charpentier Estates Nouvelle,"This sparkling wine is incredible and tickles the nose with medium over-ripe apricot and liquorice. The palette does not disappoint with medium-sweet lychee, vanilla, green olive. Overall it is good structure and lacking nothing.",2763,Duckhorn,2,rosé,2023-10-18 11:59:35.229298,2023-10-18 11:59:37.343907
53,2020 Julien Partners Small Lot Chardonnay,"This rosé wine is delightful and has just a sniff of light stewed mango and dill. The palette has a lingering flavor of medium-sweet pineapple, vanilla, mushroom. Overall it is tingly and lingers on for what seems like forever.",4988,Franzia,2,white,2023-10-18 11:59:37.370157,2023-10-18 11:59:39.503506
54,1999 Richard Wines Pinot Blanc,"This white wine is breath-taking attempt that has just a whiff of pronounced over-ripe lychee and cinnamon. The palette delights with dry passion fruit, vanilla, black olive. Overall it is tannic and ends with a lovely long finish.",1850,Leeuwin Estate,2,sparkling,2023-10-18 11:59:39.537756,2023-10-18 11:59:41.518071
55,2013 Le gall Wines Nouvelle,"This dessert wine is incredible and has odors of pronounced jammy passion fruit and juniper. The palette continues on with sweet apricot, biscuit, grass. Overall it is soft and leaves you satisfied.",6886,Chateau Haut Brion,2,red,2023-10-18 11:59:41.546326,2023-10-18 11:59:43.530890
56,1992 Giraud Family Estates Family Select Cinsaut,"This rosé wine is enjoyable and welcomes the nose with pronounced jammy grape and ginger. The palette tastes very much like dry pineapple, coconut, grass. Overall it is tannic and satisfies.",2082,Rodney Strong,2,dessert,2023-10-18 11:59:43.556135,2023-10-18 11:59:45.446658
57,2015 Dvnis Family Muscat,"This white wine is superb and has just a whiff of light over-ripe lemon and juniper. The palette has soft, delicate tannins with dry grape, coconut, grass. Overall it is fruit-driven and makes you yearn for the next sip.",2886,Jacob's Creek,2,rosé,2023-10-18 11:59:45.466182,2023-10-18 11:59:47.403824
58,1991 Louis Cellars Family Select Mourvèdre,"This dessert wine is well-made and has hints of pronounced under-ripe lychee and mint. The palette does not disappoint with dry gooseberry, coconut, cabbage. Overall it is heavy and lingers on for what seems like forever.",847,Grgich Hills,2,dessert,2023-10-18 11:59:47.591937,2023-10-18 11:59:49.462181
59,2001 Charpentier Family Vineyards Nebbiolo,"This red wine is a pleasure to drink that has odors of medium over-ripe strawberry and juniper. The palette has acid that tingles with a flavor of medium-sweet bramble, coffee, green bell pepper. Overall it is tannic and lacking nothing.",5161,Kim Crawford,2,rosé,2023-10-18 11:59:49.486997,2023-10-18 11:59:51.360353
60,2003 Gérard Family Gamay Noir,"This red wine is pleasant and has hints of medium jammy raspberry and ginger. The palette has soft, delicate tannins with dry prune, cedar, cabbage. Overall it is well-integrated and welcomes the senses.",7541,Louis Jadot,2,red,2023-10-18 11:59:51.387135,2023-10-18 11:59:53.324912
61,2008 Giraud Family Vineyards Cinsaut,"This white wine is superb and pleases the nose with medium over-ripe apricot and mint. The palette does not disappoint with sweet grapefruit, vanilla, mushroom. Overall it is harmonious and ends with a lovely long finish.",962,Catena Zapata,2,sparkling,2023-10-18 11:59:53.366287,2023-10-18 11:59:55.273729
62,1996 Dufour Family Petit Verdot,"This dessert wine is enjoyable and starts off with medium ripe apricot and cinnamon. The palette has a lingering flavor of dry green apple, butter, black olive. Overall it is tingly and welcomes the senses.",8735,Robert Mondavi,2,white,2023-10-18 11:59:55.302862,2023-10-18 11:59:57.199996
63,2018 Nguyen Family Gamay Noir,"This sparkling wine is one you'll enjoy that tickles the nose with pronounced jammy mango and lavender. The palette has a lingering flavor of dry peach, cream, green olive. Overall it is good structure and lacking nothing.",950,Graham's,2,sparkling,2023-10-18 11:59:57.223619,2023-10-18 11:59:59.198998
64,2005 Caron Group Ugni Blanc,"This white wine is well-made and has odors of pronounced juicy lemon and vanilla. The palette continues on with sweet pineapple, butter, cabbage. Overall it is refreshing and makes you yearn for the next sip.",3358,Bodegas Torres,2,dessert,2023-10-18 11:59:59.224517,2023-10-18 12:00:01.189634
65,2022 Mathieu Partners Estate Vineyard Arbane,"This dessert wine is delightful and delights the nose with pronounced juicy green apple and nutmeg. The palette dazzles the cheeks with medium-dry lychee, coconut, green olive. Overall it is harmonious and makes you yearn for the next sip.",5163,Duckhorn,2,white,2023-10-18 12:00:01.212795,2023-10-18 12:00:03.316315
66,1991 Clément Group Nouvelle,"This dessert wine is a pleasure to drink that has odors of medium under-ripe melon and eucalyptus. The palette dazzles with dry sultana, yeast, forest floor. Overall it is refreshing and welcomes any meal.",6501,Gerard Bertrand,2,sparkling,2023-10-18 12:00:03.344228,2023-10-18 12:00:05.639975
67,1990 Rousseau Estates Viognier,"This red wine is superb and starts off with light stewed black currant and nutmeg. The palette has soft, delicate tannins with dry cranberry, smoke, green olive. Overall it is mouth-filling and lacking nothing.",7510,Louis Martini,2,dessert,2023-10-18 12:00:05.664996,2023-10-18 12:00:08.114222
68,2000 Olivier Group Semillon,"This sparkling wine is one you'll enjoy that delights the nose with medium ripe melon and vanilla. The palette tastes very much like dry grapefruit, butter, fresh earth. Overall it is soft and makes you yearn for the next sip.",1021,Lindemans,2,rosé,2023-10-18 12:00:08.139173,2023-10-18 12:00:10.377397
69,1996 Lucas Family Single Vineyard Zinfandel,"This red wine is incredible and has just a whiff of light cooked plum and lavender. The palette continues on with dry strawberry, coffee, cabbage. Overall it is well balanced and lingers on for what seems like forever.",2547,Penfolds,2,dessert,2023-10-18 12:00:10.406616,2023-10-18 12:00:12.580632
70,2016 Moulin Wines Petite Sirah,"This white wine is superb and starts off with pronounced ripe grapefruit and dill. The palette continues on with dry grapefruit, cream, cabbage. Overall it is refreshing and ends with a lovely long finish.",5474,Benton Lane,2,rosé,2023-10-18 12:00:12.601541,2023-10-18 12:00:14.644227
71,2004 Brunet Partners Chenin Blanc,"This white wine is well-made and has just a whiff of medium juicy grapefruit and juniper. The palette has a pronounced flavor of dry grape, biscuit, forest floor. Overall it is refreshing and leaves you satisfied.",8796,Cloudy Bay,2,white,2023-10-18 12:00:14.661442,2023-10-18 12:00:16.788170
72,2007 Renault Family Cinsaut,"This dessert wine is well-made and starts off with light under-ripe nectarine and eucalyptus. The palette dazzles with medium-dry gooseberry, cream, forest floor. Overall it is harmonious and makes you yearn for the next sip.",4604,Penfolds,2,red,2023-10-18 12:00:16.807392,2023-10-18 12:00:18.670845
73,1993 Collet Cellars Petite Sirah,"This rosé wine is superb and starts off with light stewed peach and juniper. The palette has acid that tingles with a flavor of sweet red apple, biscuit, grass. Overall it is good structure and welcomes any meal.",435,Chateau St. Jean,2,rosé,2023-10-18 12:00:18.692646,2023-10-18 12:00:20.659543
74,2003 Philippe Estates Single Vineyard Verdelho,"This dessert wine is well-made and tickles the nose with light ripe green apple and juniper. The palette has a lingering flavor of medium-dry lychee, yeast, asparagus. Overall it is austere and welcomes the senses.",8386,Chateau Haut Brion,2,rosé,2023-10-18 12:00:20.682267,2023-10-18 12:00:22.578599
75,2004 Blanchard Partners Ugni Blanc,"This sparkling wine is one you'll enjoy that welcomes the nose with pronounced over-ripe apricot and nutmeg. The palette has acid that tingles with a flavor of dry passion fruit, butter, cabbage. Overall it is soft and lingers on for what seems like forever.",6101,Joseph Phelps,2,sparkling,2023-10-18 12:00:22.598604,2023-10-18 12:00:24.496486
76,1990 Gérard Cellars Clairette Blanche,"This white wine is enjoyable and has odors of medium cooked peach and eucalyptus. The palette has a pronounced flavor of dry lemon, butter, forest floor. Overall it is mouth-filling and ends with a lovely long finish.",4894,Brancaia,2,rosé,2023-10-18 12:00:24.514085,2023-10-18 12:00:26.378634
77,2010 Perrin Partners Vermentino,"This sparkling wine is incredible and starts off with light cooked passion fruit and vanilla. The palette delights with sweet red apple, coconut, green bell pepper. Overall it is neutral and lacking nothing.",8220,Siduri,2,sparkling,2023-10-18 12:00:26.409846,2023-10-18 12:00:28.302910
78,1990 Louis Partners Muscat,"This dessert wine is pleasant and delights the nose with medium juicy green apple and liquorice. The palette does not disappoint with dry grape, yeast, forest floor. Overall it is austere and makes you yearn for the next sip.",4455,Chateau Margaux,2,sparkling,2023-10-18 12:00:28.325870,2023-10-18 12:00:30.197148
79,2019 Dubois Wines Pinot Gris,"This sparkling wine is superb and delights the nose with light jammy peach and juniper. The palette does not disappoint with dry pear, biscuit, fresh earth. Overall it is good structure and satisfies.",6232,Concha y Toro,2,dessert,2023-10-18 12:00:30.216935,2023-10-18 12:00:32.067651
80,2012 Royer Estates Family Select Merlot,"This sparkling wine is a pleasure to drink that has just a whiff of light cooked lime and dill. The palette has a lingering flavor of off-dry gooseberry, vanilla, cabbage. Overall it is tingly and lingers on for what seems like forever.",5050,Chateau Margaux,2,red,2023-10-18 12:00:32.085203,2023-10-18 12:00:33.943021
81,1999 Duval Family Wines Marsanne,"This red wine is enjoyable and starts off with light ripe blueberry and vanilla. The palette continues on with medium-dry blueberry, resinous, mushroom. Overall it is delicate and satisfies.",4060,Petrus,2,rosé,2023-10-18 12:00:33.960885,2023-10-18 12:00:35.820140
82,2017 Berger Family Petit Verdot,"This rosé wine is breath-taking attempt that has just a sniff of medium stewed apricot and black pepper. The palette has a pronounced flavor of sweet pear, biscuit, green bell pepper. Overall it is elegant and lingers on for what seems like forever.",9895,Brancaia,2,sparkling,2023-10-18 12:00:35.835817,2023-10-18 12:00:37.710450
83,2012 Lambert Cellars Family Select Pinot Gris,"This sparkling wine is well-made and has just a sniff of light stewed grapefruit and eucalyptus. The palette has a delightful touch of sweet melon, butter, black olive. Overall it is tingly and welcomes any meal.",5769,Chateau Margaux,2,red,2023-10-18 12:00:37.727316,2023-10-18 12:00:39.831903
84,2003 Blanchard Family Vineyards Petit Verdot,"This white wine  tickles the nose with pronounced under-ripe mango and juniper. The palette does not disappoint with dry green apple, coconut, fresh earth. Overall it is well-integrated and ends with a lovely long finish.",8984,Marques de Caceres,2,red,2023-10-18 12:00:39.855132,2023-10-18 12:00:41.707760
85,2015 Perez Estates Estate Marsanne,"This sparkling wine is well-made and tickles the nose with medium over-ripe melon and black pepper. The palette dazzles with sweet lemon, vanilla, green bell pepper. Overall it is neutral and makes you yearn for the next sip.",8015,Graham's,2,red,2023-10-18 12:00:41.726117,2023-10-18 12:00:43.635323
86,1995 Robin Wines Special Reserve Cabernet Sauvignon,"This rosé wine is well-made and pleases the nose with pronounced ripe nectarine and black pepper. The palette continues on with dry lychee, cream, forest floor. Overall it is delicate and leaves you satisfied.",3032,Far Niente,2,white,2023-10-18 12:00:43.654243,2023-10-18 12:00:45.574959
87,2014 Gaillard Family Vineyards Carignan,"This rosé wine is a pleasure to drink that has just a whiff of medium over-ripe sultana and ginger. The palette continues on with dry lychee, biscuit, green bell pepper. Overall it is well balanced and pleases any crowd.",7866,Bodegas Torres,2,rosé,2023-10-18 12:00:45.594499,2023-10-18 12:00:47.446606
88,1990 Lemaire Wines Estate Grenache,"This rosé wine is pleasant and welcomes the nose with medium juicy nectarine and eucalyptus. The palette has a lingering flavor of medium-sweet sultana, biscuit, forest floor. Overall it is soft and makes you yearn for the next sip.",4195,Grgich Hills,2,rosé,2023-10-18 12:00:47.467674,2023-10-18 12:00:49.804009
89,2015 Simon Family Wines Chenin Blanc,"This rosé wine is breath-taking attempt that has odors of medium jammy apricot and vanilla. The palette tastes very much like off-dry lemon, yeast, green bell pepper. Overall it is delicate and ends with a lovely long finish.",911,Moet Chandon,2,rosé,2023-10-18 12:00:49.833788,2023-10-18 12:00:52.272291
90,1999 Louis Partners Colombard,"This sparkling wine is incredible and starts off with light cooked gooseberry and juniper. The palette has soft, delicate tannins with off-dry gooseberry, butter, grass. Overall it is elegant and satisfies.",6499,Robert Mondavi,2,white,2023-10-18 12:00:52.292383,2023-10-18 12:00:54.475337
91,2004 Berger Cellars Arbane,"This sparkling wine is well-made and has hints of pronounced cooked gooseberry and mint. The palette has a pronounced flavor of dry red apple, vanilla, mushroom. Overall it is neutral and leaves you satisfied.",1769,Joseph Phelps,2,sparkling,2023-10-18 12:00:54.494635,2023-10-18 12:00:56.842328
92,2002 Dvnis Family Vineyards Malbec,"This white wine is incredible and overwhelms the nose with medium ripe sultana and cinnamon. The palette dazzles with sweet apricot, biscuit, green olive. Overall it is well-integrated and makes you yearn for the next sip.",7395,Brancaia,2,rosé,2023-10-18 12:00:56.861903,2023-10-18 12:00:58.896156
93,2013 Carre Family Shiraz,"This red wine  has just a sniff of light cooked red cherry and vanilla. The palette dazzles with medium-dry red currant, char, forest floor. Overall it is good structure and satisfies.",9423,Brancaia,2,red,2023-10-18 12:00:58.914709,2023-10-18 12:01:01.002533
94,1999 Roger Group Cabernet Sauvignon,"This rosé wine is enjoyable and welcomes the nose with pronounced stewed grape and vanilla. The palette continues on with dry melon, coconut, mushroom. Overall it is neutral and makes you yearn for the next sip.",1859,Moet Chandon,2,white,2023-10-18 12:01:01.030002,2023-10-18 12:01:06.968777
